instant,dteday,season,year,month,holiday,day,weather,temp(°C),feels_like(°C),humidity,wind_speed,casual,registered,count_rental,category_day
682,2012-11-12,Winter,2012,Nov,1,Monday,Clear,19.88,23.77,74.17,0.173517,1097,5172,6269,Weekday
683,2012-11-13,Winter,2012,Nov,0,Tuesday,Misty,14.08,16.16,66.29,0.342046,327,3767,4094,Weekday
684,2012-11-14,Winter,2012,Nov,0,Wednesday,Clear,11.86,14.08,55.21,0.199625,373,5122,5495,Weekday
685,2012-11-15,Winter,2012,Nov,0,Thursday,Misty,13.19,16.22,62.04,0.152987,320,5125,5445,Weekday
686,2012-11-16,Winter,2012,Nov,0,Friday,Clear,14.14,17.36,52.46,0.171025,484,5214,5698,Weekday
687,2012-11-17,Winter,2012,Nov,0,Saturday,Clear,13.32,16.32,54.54,0.179729,1313,4316,5629,Weekend
688,2012-11-18,Winter,2012,Nov,0,Sunday,Clear,14.04,16.89,69.29,0.227612,922,3747,4669,Weekend
689,2012-11-19,Winter,2012,Nov,0,Monday,Misty,15.61,18.78,62.33,0.235067,449,5050,5499,Weekday
690,2012-11-20,Winter,2012,Nov,0,Tuesday,Misty,15.34,19.03,68.5,0.082725,534,5100,5634,Weekday
691,2012-11-21,Winter,2012,Nov,0,Wednesday,Clear,14.49,18.24,61.38,0.103246,615,4531,5146,Weekday
692,2012-11-22,Winter,2012,Nov,1,Thursday,Clear,13.94,17.52,58.04,0.0528708,955,1470,2425,Weekday
693,2012-11-23,Winter,2012,Nov,0,Friday,Clear,15.1,18.94,56.88,0.148021,1603,2307,3910,Weekday
694,2012-11-24,Winter,2012,Nov,0,Saturday,Clear,11.41,12.44,40.46,0.376871,532,1745,2277,Weekend
695,2012-11-25,Winter,2012,Nov,0,Sunday,Clear,10.08,12.88,46.83,0.1505,309,2115,2424,Weekend
696,2012-11-26,Winter,2012,Nov,0,Monday,Clear,12.85,16.95,53.54,0.04665,337,4750,5087,Weekday
697,2012-11-27,Winter,2012,Nov,0,Tuesday,Misty,11.96,14.08,78.67,0.237562,123,3836,3959,Weekday
698,2012-11-28,Winter,2012,Nov,0,Wednesday,Clear,12.16,14.49,50.62,0.210821,198,5062,5260,Weekday
699,2012-11-29,Winter,2012,Nov,0,Thursday,Clear,11.52,14.92,55.57,0.115522,243,5080,5323,Weekday
700,2012-11-30,Winter,2012,Nov,0,Friday,Clear,12.23,16.19,64.96,0.0584708,362,5306,5668,Weekday
701,2012-12-01,Winter,2012,Dec,0,Saturday,Misty,12.23,15.85,80.67,0.0597042,951,4240,5191,Weekend
702,2012-12-02,Winter,2012,Dec,0,Sunday,Misty,14.25,17.96,82.33,0.124379,892,3757,4649,Weekend
703,2012-12-03,Winter,2012,Dec,0,Monday,Clear,18.55,22.79,76.75,0.0827208,555,5679,6234,Weekday
704,2012-12-04,Winter,2012,Dec,0,Tuesday,Clear,19.51,23.45,73.38,0.174129,551,6055,6606,Weekday
705,2012-12-05,Winter,2012,Dec,0,Wednesday,Clear,17.97,21.4,48.5,0.324021,331,5398,5729,Weekday
706,2012-12-06,Winter,2012,Dec,0,Thursday,Clear,10.49,12.91,50.88,0.174754,340,5035,5375,Weekday
707,2012-12-07,Winter,2012,Dec,0,Friday,Misty,13.15,16.1,76.42,0.1306,349,4659,5008,Weekday
708,2012-12-08,Winter,2012,Dec,0,Saturday,Misty,15.65,19.48,91.12,0.101379,1153,4429,5582,Weekend
709,2012-12-09,Winter,2012,Dec,0,Sunday,Misty,15.75,19.51,90.54,0.157975,441,2787,3228,Weekend
710,2012-12-10,Winter,2012,Dec,0,Monday,Misty,17.87,21.78,92.5,0.190308,329,4841,5170,Weekday
711,2012-12-11,Winter,2012,Dec,0,Tuesday,Misty,14.49,16.92,59.67,0.296037,282,5219,5501,Weekday
712,2012-12-12,Winter,2012,Dec,0,Wednesday,Misty,12.2,14.87,53.83,0.162937,310,5009,5319,Weekday
713,2012-12-13,Winter,2012,Dec,0,Thursday,Clear,12.13,14.71,48.58,0.174129,425,5107,5532,Weekday
714,2012-12-14,Winter,2012,Dec,0,Friday,Clear,11.55,14.71,64.29,0.131229,429,5182,5611,Weekday
715,2012-12-15,Winter,2012,Dec,0,Saturday,Clear,13.29,16.92,65.04,0.10635,767,4280,5047,Weekend
716,2012-12-16,Winter,2012,Dec,0,Sunday,Misty,14.86,18.5,83.88,0.100742,538,3248,3786,Weekend
717,2012-12-17,Winter,2012,Dec,0,Monday,Misty,16.13,20.08,90.71,0.0982583,212,4373,4585,Weekday
718,2012-12-18,Winter,2012,Dec,0,Tuesday,Clear,16.84,20.49,66.62,0.221404,433,5124,5557,Weekday
719,2012-12-19,Winter,2012,Dec,0,Wednesday,Clear,13.63,17.11,62.54,0.184092,333,4934,5267,Weekday
720,2012-12-20,Winter,2012,Dec,0,Thursday,Misty,13.53,16.76,66.79,0.132463,314,3814,4128,Weekday
721,2012-12-21,Spring,2012,Dec,0,Friday,Misty,13.39,15.09,55.67,0.374383,221,3402,3623,Weekday
722,2012-12-22,Spring,2012,Dec,0,Saturday,Clear,10.9,11.81,44.12,0.407346,205,1544,1749,Weekend
723,2012-12-23,Spring,2012,Dec,0,Sunday,Clear,10.08,12.97,51.54,0.133083,408,1379,1787,Weekend
724,2012-12-24,Spring,2012,Dec,0,Monday,Misty,9.48,12.94,79.13,0.0772304,174,746,920,Weekday
725,2012-12-25,Spring,2012,Dec,1,Tuesday,Misty,11.94,14.72,73.48,0.168726,440,573,1013,Weekday
726,2012-12-26,Spring,2012,Dec,0,Wednesday,Light_Rain,9.98,11.02,82.33,0.316546,9,432,441,Weekday
727,2012-12-27,Spring,2012,Dec,0,Thursday,Misty,10.42,11.33,65.29,0.350133,247,1867,2114,Weekday
728,2012-12-28,Spring,2012,Dec,0,Friday,Misty,10.39,12.75,59.0,0.155471,644,2451,3095,Weekday
729,2012-12-29,Spring,2012,Dec,0,Saturday,Misty,10.39,12.12,75.29,0.124383,159,1182,1341,Weekend
730,2012-12-30,Spring,2012,Dec,0,Sunday,Clear,10.49,11.58,48.33,0.350754,364,1432,1796,Weekend
731,2012-12-31,Spring,2012,Dec,0,Monday,Misty,8.85,11.17,57.75,0.154846,439,2290,2729,Weekday
